{1 JetEta 1 JetPt 1./([p0]+[p1]*log10(0.01*x)+[p2]/(x/10.0)) Correction L2Residual}
-5.191	-3.839	5	40	1000	1	0	0
-3.839	-3.489	5	40	1000	1	0	0
-3.489	-3.139	5	40	1000	1	0	0
-3.139	-2.964	5	40	1000	1	0	0
-2.964	-2.853	5	40	1000	0.468925	1.17552	3.48959
-2.853	-2.65	5	40	1000	0.648911	0.489963	1.53643
-2.65	-2.5	5	40	1000	0.78853	0.168691	0.500572
-2.5	-2.322	5	40	1000	0.834094	0.159957	0.522242
-2.322	-2.172	5	40	1000	0.903777	0.109474	0.268451
-2.172	-1.93	5	40	1000	0.912215	0.095896	0.220126
-1.93	-1.653	5	40	1000	0.922163	0.0907129	0.137397
-1.653	-1.479	5	40	1000	0.933721	0.0480291	0.0271808
-1.479	-1.305	5	40	1000	0.938884	0.0691448	0.22356
-1.305	-1.044	5	40	1000	0.973508	0.0381773	0.0700076
-1.044	-0.783	5	40	1000	0.997243	0.000244646	-0.0691877
-0.783	-0.522	5	40	1000	1.00269	0.00342904	-0.0355433
-0.522	-0.261	5	40	1000	1.00961	-0.017219	-0.0706138
-0.261	0	5	40	1000	1.0013	-0.0150776	0.00315172
0	0.261	5	40	1000	1.02375	-0.0219181	-0.0795919
0.261	0.522	5	40	1000	1.01885	-0.0154109	-0.0323678
0.522	0.783	5	40	1000	1.01048	-0.0139994	-0.0425419
0.783	1.044	5	40	1000	0.990269	-0.00276645	0.0140803
1.044	1.305	5	40	1000	0.993	0.00661258	-0.0333422
1.305	1.479	5	40	1000	0.975058	0.0553555	0.083439
1.479	1.653	5	40	1000	0.95962	0.0245518	-0.0683213
1.653	1.93	5	40	1000	0.946023	0.0562488	0.0366882
1.93	2.172	5	40	1000	0.930736	0.0753991	0.109363
2.172	2.322	5	40	1000	0.905067	0.135517	0.28366
2.322	2.5	5	40	1000	0.840273	0.164662	0.559346
2.5	2.65	5	40	1000	0.737136	0.34738	1.0905
2.65	2.853	5	40	1000	0.56866	0.639151	2.13764
2.853	2.964	5	40	1000	-0.0496016	2.31267	7.65922
2.964	3.139	5	40	1000	1	0	0
3.139	3.489	5	40	1000	1	0	0
3.489	3.839	5	40	1000	1	0	0
3.839	5.191	5	40	1000	1	0	0
